"word"	"definition"	"concepts"
"stray"	"wander from a direct course or at random"	"sight path child parent set course"
"stray"	"lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking"	"mind lecture wanders story"
"scanning"	"examine minutely or intensely"	"surgeon X-ray"
"scanning"	"examine hastily"	"headline taxi newspaper"
"scanning"	"make a wide, sweeping search of"	"beam night sky"
"scanning"	"conform to a metrical pattern"	
"scanning"	"move a light beam over; in electronics, to reproduce an image"	
"scanning"	"read metrically"	"verse"
"scanning"	"obtain data from magnetic tapes"	"computer"
"clutching"	"take hold of; grab"	"counter Birds sale mother child arm prey money mammal purse"
"clutching"	"hold firmly, usually with one's hands"	"arm"
"clutching"	"affect"	"pain Fear disease patient prisoner"
"arrested"	"take into custody"	"police criminal"
"arrested"	"hold back, as of a danger or an enemy; check the expansion or influence of"	"trend Asia movement growth tide East South communism Turn rebel"
"arrested"	"attract and fix"	"attention eye waiter look"
"arrested"	"cause to stop"	"engine press halt progress Halt"
"dance"	"move in a graceful and rhythmical way"	"girl room"
"dance"	"move in a pattern; usually to musical accompaniment; do or perform a dance"	"radio home husband"
"dance"	"skip, leap, or move up and down or sideways"	"joy child flame"
"apprehend"	"get the meaning of something"	"letter meaning"
"apprehend"	"take into custody"	"police criminal"
"apprehend"	"anticipate with dread or anxiety"	
"flowing"	"move or progress freely as if in a stream"	"stadium crowd"
"flowing"	"move along, of liquids"	"Missouri Water Mississippi cave"
"flowing"	"cause to flow"	"wash artist paper"
"flowing"	"be abundantly present"	"wedding champagne"
"flowing"	"fall or flow in a certain way"	"hair dress"
"flowing"	"cover or swamp with water"	
"flowing"	"undergo menstruation"	"age"
"sliced"	"make a clean cut through"	"slit throat"
"sliced"	"hit a ball and put a spin on it so that it travels in a different direction"	
"sliced"	"cut into slices"	"salami Slice"
"sliced"	"hit a ball so that it causes a backspin"	
"parody"	"make a spoof of or make fun of"	
"parody"	"make a parody of"	"student teacher"
"glazed"	"coat with a glaze"	"eggwhite dish bread potter"
"glazed"	"become glassy or take on a glass-like appearance"	"eye glaze"
"glazed"	"furnish with glass"	"glass window"
"glazed"	"coat with something sweet, such as a hard sugar glaze"	
"skim"	"travel on the surface of water"	
"skim"	"move or pass swiftly and lightly over the surface of"	
"skim"	"examine hastily"	"headline taxi newspaper"
"skim"	"cause to skip over a surface"	"stone pond"
"skim"	"coat (a liquid) with a layer"	
"skim"	"remove from the surface"	"milk cream surface"
"skim"	"read superficially"	
"accompanying"	"be present or associated with an event or entity"	"distruction attack heart vein wine kind tissue accompanies fry artery hamburger"
"accompanying"	"go or travel along with"	"lady nurse"
"accompanying"	"perform an accompaniment to"	"orchestra pitch change soprano"
"accompanying"	"be a companion to somebody"	
"veiled"	"to obscure, or conceal with or as if with a veil"	"woman Afghanistan"
"veiled"	"make undecipherable or imperceptible by obscuring or concealing"	"message threat"
"cork"	"close a bottle with a cork"	
"cork"	"stuff with cork"	"player bat cork baseball"
"meld"	"announce for a score; of cards in a card game"	
"meld"	"lose its distinct outline or shape; blend gradually"	"Hundreds scene actor"
"meld"	"mix together different elements"	"color"
"slaughter"	"kill (animals) usually for food consumption"	"winter goat"
"slaughter"	"kill a large number of people indiscriminately"	"Tutsis Rwanda Hutus"
"oppress"	"come down on or keep down by unjust use of one's authority"	"government activist"
"oppress"	"cause to suffer"	"Soviet Union Jews"
"restrict"	"place restrictions on"	"drinking curtail school"
"restrict"	"place under restrictions; limit access to"	"substance"
"restrict"	"place limits on (extent or access)"	"time friend use parking lot"
"restrict"	"make more specific"	"remark"
"persisting"	"continue to exist"	"endures Elvis story legend"
"persisting"	"be persistent, refuse to stop"	"child night question"
"persisting"	"stay behind"	"smell room hostility"
"variegated"	"change the appearance of, especially by marking with different colors"	
"variegated"	"make something more diverse and varied"	"Vary menu"
"looming"	"come into view indistinctly, often threateningly"	"air sky plane"
"looming"	"appear very large or occupy a commanding position"	"canyon sculpture wall fountain shadow"
"looming"	"hang over, as of something threatening, dark, or menacing"	"day vision"
"looming"	"weave on a loom"	"Egypt material"
"howling"	"emit long loud cries"	"howl wail self-pity sorrow"
"howling"	"cry loudly, as of animals"	"desert coyote"
"howling"	"make a loud noise, as of wind, water, or vehicles"	"tree water chute wind"
"howling"	"laugh unrestrainedly and heartily"	
"soak"	"submerge in a liquid"	"hour tub"
"soak"	"rip off; ask an unreasonable price"	
"soak"	"cover with liquid; pour liquid onto"	"water face souse"
"soak"	"leave as a guarantee in return for money"	"gold watch grandfather"
"soak"	"beat severely"	
"soak"	"make drunk (with alcoholic drinks)"	
"soak"	"become drunk or drink excessively"	
"soak"	"fill, soak, or imbue totally"	"bandage disinfectant"
"soak"	"heat a metal prior to working it"	
"intrude"	"enter uninvited"	"room dinner party"
"intrude"	"enter unlawfully on someone's property"	"land"
"intrude"	"search or inquire in a meddlesome way"	"office guy"
"intrude"	"thrust oneself in as if by force"	"color viewer"
"boiling"	"come to the boiling point and change from a liquid to vapor"	"degree boil Water Celsius"
"boiling"	"immerse or be immersed in a boiling liquid, often for cooking purposes"	"potato boil wool"
"boiling"	"bring to, or maintain at, the boiling point"	"boil liquid"
"boiling"	"be agitated"	"sea storm"
"boiling"	"be in an agitated emotional state"	"anger customer"
"dampen"	"smother or suppress"	"curiosity Stifle"
"dampen"	"make moist"	"dew meadow"
"dampen"	"deaden (a sound or noise), especially by wrapping"	
"dampen"	"reduce the amplitude (of oscillations or waves)"	
"dampen"	"make vague or obscure or make (an image) less visible"	"message"
"dampen"	"check; keep in check (a fire)"	
"dampen"	"lessen in force or effect"	"shock fall"
"fetch"	"go or come after and bring or take back"	"book hat dog Could wine"
"fetch"	"be sold for a certain price"	"print painting price auction"
"fetch"	"take away or remove"	"devil"
"disgusting"	"fill with distaste"	"food disgust"
"disgusting"	"cause aversion in; offend the moral sense of"	"picture"
"stoop"	"bend one's back forward from the waist on down"	"man girl Queen purse"
"stoop"	"debase oneself morally, act in an undignified, unworthy, or dishonorable way"	"mail people"
"stoop"	"descend swiftly, as if on prey"	"eagle mouse field"
"stoop"	"sag, bend, bend over or down"	"rock path"
"stoop"	"carry oneself, often habitually, with head, shoulders, and upper back bent forward"	"man cane"
"shove"	"come into rough contact with while moving"	"passenger train"
"shove"	"push roughly"	"line people"
"shove"	"press or force"	"hand Stuff letter envelope money"
"bang"	"strike violently"	"ball"
"bang"	"to produce a sharp often metallic explosive or percussive sound"	"sash bed window"
"bang"	"close violently"	"shut door"
"bang"	"move noisily"	"man shut house window"
"bang"	"have sexual intercourse with"	"dorm Eve student man everyone Adam"
"bang"	"leap, jerk, bang"	"Bullets tree"
"crush"	"come down on or keep down by unjust use of one's authority"	"government activist"
"crush"	"to compress with violence, out of natural shape or condition"	"lemon aluminum crush"
"crush"	"come out better in a competition, race, or conflict"	"Harvard competition Agassi championship Yale game tennis football beat Becker"
"crush"	"break into small pieces"	"toy car"
"crush"	"humiliate or depress completely"	"death son refusal invitation"
"crush"	"crush or bruise"	"toe jam"
"crush"	"make ineffective"	"King Martin Luther discrimination"
"crush"	"become injured, broken, or distorted by pressure"	"wall bottle"
"dot"	"scatter or intersperse like dots or studs"	"light Hills"
"dot"	"distribute loosely"	"wagon powder"
"dot"	"make a dot or dots"	
"dot"	"mark with a dot"	"`i"
"cringe"	"draw back, as with fear or pain"	"slaughtering calf"
"cringe"	"show submission or fear"	
"polishing"	"make (a surface) shine"	"shoe silver"
"polishing"	"improve or perfect by pruning or polishing"	"style"
"polishing"	"bring to a highly developed, finished, or refined state"	"manner"
"gall"	"become or make sore by or as if by rubbing"	
"gall"	"irritate or vex"	"suit"
"swap"	"exchange or give (something) in exchange for"	
"swap"	"move (a piece of a program) into memory, in computer science"	
"browse"	"shop around; not necessarily buying"	"help"
"browse"	"feed as in a meadow or pasture"	"herd"
"browse"	"look around casually and randomly, without seeking anything in particular"	"internet directory browse computer web world"
"browse"	"eat lightly, try different dishes"	"party food"
"stunt"	"check the growth or development of"	"growth muscle"
"stunt"	"perform a stunt or stunts"	
"pointed"	"indicate a place, direction, person, or thing; either spatially or figuratively"	"opponent section space glove customer parking"
"pointed"	"be oriented"	"point vane toe weather dancer"
"pointed"	"direct into a position for use"	"gun point weapon"
"pointed"	"direct the course; determine the direction of travelling"	
"pointed"	"be a signal for or a symptom of"	"behavior symptom illness point neurosis indicator euro"
"pointed"	"sail close to the wind"	
"pointed"	"mark (Hebrew words) with diacritics"	
"pointed"	"mark with diacritics"	"letter point"
"pointed"	"mark (a psalm text) to indicate the points at which the music changes"	
"pointed"	"be positionable in a specified manner"	"gun ease point"
"pointed"	"intend (something) to move towards a certain goal"	"towards face opponent others criticism fist anger"
"pointed"	"indicate the presence of (game) by standing and pointing with the muzzle"	"duck dog"
"pointed"	"give a point to"	"candle"
"pointed"	"repair the joints of bricks"	"point chimney"
"snow"	"fall as snow"	"night"
"snow"	"conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end"	"well subject thinking professor"
"trot"	"run at a moderately swift pace"	
"trot"	"ride at a trot"	
"trot"	"cause to trot"	"horse home"
"relax"	"become less tense, rest, or take one's ease"	"relax day tub work"
"relax"	"make less taut"	"tension rope"
"relax"	"become loose or looser or less tight"	"rope noose"
"relax"	"cause to feel relaxed"	"bath"
"relax"	"become less tense, less formal, or less restrained, and assume a friendlier manner"	"colleague group"
"relax"	"make less severe or strict"	"government curfew rebel"
"relax"	"become less severe or strict"	"director rule"
"relax"	"make less active or fast"	"pace effort"
"belt"	"sing loudly and forcefully"	
"belt"	"deliver a blow to"	"opponent"
"belt"	"fasten with a belt"	"trouser"
"locked"	"fasten with a lock"	"fence bike"
"locked"	"keep engaged"	"gear"
"locked"	"become rigid or immoveable"	"therapist patient knee exercise"
"locked"	"hold in a locking position"	"hand neck"
"locked"	"become engaged or intermeshed with one another"	"embrace"
"locked"	"hold fast (in a certain state)"	"fit laughing"
"locked"	"place in a place where something cannot be removed or someone cannot escape"	"parent jewel daughter weekend"
"locked"	"pass by means through a lock in a waterway"	
"locked"	"build locks in order to facilitate the navigation of vessels"	
