word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance,wiki_frequency,wn_noun
elevation,1,6,poly,8,0.1,3,0,abs-conc,ooc,False,0.042773229831049246,0.25595800030231697,5.952335997581464,55915,True
scrimshank,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
ventriloquist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0,810,True
clamber,2,2,homonyms_only_different_pos,2,None,0,1,abs,ooc,False,OOWN,,,126,True
liquidate,1,5,poly,4,0.16666666666666666,2,5,-,ooc,False,OOV/OOW,0.27777777777777773,2.8888888888888893,1069,False
effrontery,1,2,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
foghorn,1,2,poly,2,0.13333333333333333,1,0,abs-conc,ooc,False,OOV/OOW,0.13333333333333333,1.7333333333333334,910,True
sequester,1,2,poly,5,0.18181818181818182,2,4,-,ooc,False,OOV/OOW,0.26389610389610385,3.6805194805194805,584,False
transaction,1,2,poly,1,1.0,0,3,abs,ooc,False,1.0000000000000004,1.0,0.0,17801,True
alight,2,3,homonyms_only_different_pos,3,0.25,1,0,-,ooc,False,0.33448881843552025,0.25,2.25,1794,False
immovable,1,2,poly,2,None,0,0,abs,ooc,False,0.14135436519173572,,,926,True
exculpate,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
sago,1,1,mon,1,1.0,0,0,abs,ooc,False,0.9999999999999999,1.0,0.0,796,True
buttoned up,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
neutron,1,1,mon,1,1.0,0,1,conc,False,False,1.0000000000000007,1.0,0.0,9177,True
amiable,1,1,mon,2,None,1,0,-,ooc,False,0.42402241891173476,,,1472,False
round on,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mush,2,5,homonyms_also_same_pos,6,0.1,3,0,abs-conc,ooc,False,OOV/OOW,0.15756157327364756,5.054630560358115,869,True
souvenir,1,1,mon,2,0.16666666666666666,1,0,abs-conc,ooc,False,0.23909087943048227,0.16666666666666666,1.6666666666666667,3558,True
hammer in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Taurus,1,2,poly,4,0.375,0,0,conc-n,ooc,False,OOV/OOW,0.48378851540616236,2.064845938375351,OOV,True
however,2,4,homonyms_only_different_pos,4,None,2,0,-,False,False,0.5185387204806121,,,1294252,False
repertory,1,2,poly,3,0.15384615384615385,2,0,abs-conc,ooc,False,OOWN,0.36923076923076925,1.8923076923076922,9033,True
artwork-quality,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
blue-green,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
ncvo,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
costive,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
albeit,1,1,mon,0,None,0,0,-,False,False,OOWN,,,19302,False
writing,1,3,poly,15,0.16666666666666666,2,4,abs,False,False,OOV/OOW,0.3108179580372093,10.337730629441861,263167,True
kill,2,10,homonyms_only_different_pos,17,0.13333333333333333,5,17,abs,True,False,OOV/OOW,0.2610291176328911,12.56250500024085,99523,True
whopping,1,1,mon,4,0.6666666666666666,0,0,-,ooc,False,0.09869968217450707,0.6666666666666666,1.3333333333333335,427,False
kinsman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,2448,True
midnight sun,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
seasoning,1,2,poly,5,0.11764705882352941,1,0,abs-conc,ooc,False,OOV/OOW,0.23972922502334268,3.8013538748832865,1209,True
boring,0,0,oov,5,0.2857142857142857,0,0,abs,False,False,0.24790374278199842,0.38095238095238093,3.0952380952380953,7424,True
select,2,3,homonyms_only_different_pos,3,None,1,1,-,True,False,OOV/OOW,,,44619,False
linkman,2,2,homonyms_only_different_pos,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
blazer,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000016,1.0,0.0,2053,True
panache,1,1,mon,2,0.13333333333333333,1,0,abs-conc,False,False,OOWN,0.13333333333333333,1.7333333333333334,516,True
assault and battery,1,0,oov,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bigot,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0,785,True
footboard,1,3,poly,2,0.5882352941176471,1,0,conc,ooc,False,OOWN,0.5882352941176471,0.8235294117647058,OOV,True
Oxonian,1,1,mon,3,None,2,0,conc,ooc,False,OOWN,,,OOV,True
kept woman,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
prestressed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,497,False
final,2,5,homonyms_only_different_pos,5,0.5,3,4,abs,False,False,OOV/OOW,0.5,2.5,698163,True
patient,2,3,homonyms_only_different_pos,3,0.14285714285714285,3,0,abs-conc,False,False,OOV/OOW,0.14285714285714285,2.5714285714285716,49559,True
lariat,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5752079561508024,1.0,0.0,358,True
harem,1,2,poly,1,1.0,0,0,conc,ooc,False,0.5102404565494455,1.0,0.0,2959,True
contour map,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
falsity,1,2,poly,2,0.2857142857142857,0,0,abs,False,False,0.2814529487212398,0.2857142857142857,1.4285714285714286,492,True
tintack,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
digs,1,1,mon,15,0.1111111111111111,1,0,abs-conc,ooc,False,0.09159508905794783,0.2553926332437737,11.169110501343395,2600,True
order of the day,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
redcoat,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,189,True
hydro -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
unabridged,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,,791,True
vein,1,6,poly,6,0.13333333333333333,3,0,abs-conc,ooc,False,0.30019233555581304,0.2683760683760684,4.389743589743589,14718,True
checklist,1,1,mon,1,1.0,0,1,abs,ooc,False,1.0000000000000018,1.0,0.0,1873,True
circlet,1,1,mon,2,0.1111111111111111,1,0,abs-conc,ooc,False,OOWN,0.1111111111111111,1.7777777777777777,345,True
but for,1,1,mon,0,None,0,0,-,False,False,OOWN,,,OOV,False
rook,3,3,homonyms_also_same_pos,3,0.32,2,0,conc,ooc,False,0.06166908832108586,0.32,2.04,2930,True
run along,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
fling off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
nationalist,2,2,homonyms_only_different_pos,3,0.6666666666666666,1,0,conc,ooc,False,0.31715095386844994,0.6666666666666666,1.0,36229,True
monotony,1,1,mon,2,0.6666666666666666,1,0,abs,ooc,False,OOWN,0.6666666666666666,0.6666666666666667,731,True
toilet water,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
axis,1,2,poly,6,0.10526315789473684,4,0,abs-conc,False,False,0.14624698421892732,0.2481987018829124,4.510807788702525,41273,True
seminar,1,1,mon,2,0.23529411764705882,1,0,abs,ooc,False,OOWN,0.23529411764705882,1.5294117647058822,9334,True
consumerist,0,0,oov,0,None,0,0,-,False,False,OOWN,,,378,False
insularity,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0,171,True
three,1,1,mon,3,0.2222222222222222,0,0,abs,False,False,0.09974152848834685,0.2222222222222222,2.3333333333333335,1738868,True
teardrop,1,1,mon,2,0.26666666666666666,1,0,abs,ooc,False,OOWN,0.26666666666666666,1.4666666666666668,1297,True
homecoming,1,1,mon,2,0.6,1,0,abs,ooc,False,OOWN,0.6,0.8,5725,True
bodyline bowling,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
procurator fiscal,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
fruit machine,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tug - of - war,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
guard's van,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
milford,0,0,oov,0,None,0,0,-,False,False,OOWN,,,7221,False
concert pitch,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Kleenex,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
deduce,1,2,poly,2,0.6666666666666666,1,1,-,False,False,OOWN,0.6666666666666666,0.6666666666666667,1880,False
- ability,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
maintenance,1,2,poly,5,0.19047619047619047,4,6,abs,ooc,False,0.21968980533828433,0.35925229741019216,3.203738512949039,62624,True
windlass,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,400,True
inhuman,1,2,poly,2,None,1,0,-,False,False,OOWN,,,2358,False
belie,1,2,poly,2,0.25,1,0,-,ooc,False,OOWN,0.25,1.5,240,False
belly laugh,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Joseph Stalin,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
lira,2,2,homonyms_only_different_pos,3,0.75,2,0,abs,ooc,False,OOV/OOW,0.75,0.75,2116,True
scribe,2,3,homonyms_only_different_pos,5,0.36363636363636365,2,0,conc-n,ooc,False,0.264641765575336,0.46608946608946605,2.6695526695526697,3960,True
garish,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,474,False
chickweed,1,1,mon,2,0.9,1,0,conc,ooc,False,OOV/OOW,0.9,0.19999999999999996,121,True
civies,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
Dave MacEachern,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
counter - revolution,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
verify,1,3,poly,4,0.2,1,1,-,ooc,False,OOWN,0.23835978835978833,3.0465608465608467,6939,False
comparison,1,4,poly,3,0.2222222222222222,1,3,abs,False,False,0.27347892491753756,0.2804232804232804,2.1587301587301586,39666,True
heaven,1,4,poly,2,0.13333333333333333,1,0,abs-conc,True,False,OOV/OOW,0.13333333333333333,1.7333333333333334,35278,True
Cyrillic,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,,OOV,True
add up to,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
reformation,1,1,mon,3,0.26666666666666666,2,0,abs,ooc,False,OOV/OOW,0.273015873015873,2.180952380952381,17932,True
aspirate,2,3,homonyms_only_different_pos,4,0.2857142857142857,2,0,abs,ooc,False,OOV/OOW,0.30158730158730157,2.7936507936507935,248,True
ship's chandler,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
linen basket,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
glisten,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,,OOV,True
slipcover,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
neutralize,1,2,poly,6,0.15384615384615385,1,4,-,ooc,False,OOV/OOW,0.243964923964924,4.536210456210457,2173,False
reproducer,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
beetle brows,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
unisex,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,948,False
feminisation,0,0,oov,1,1.0,0,0,conc,False,False,OOV/OOW,1.0,0.0,OOV,True
20-year-old,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
grenadine,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,181,True
instigate,1,2,poly,2,0.13333333333333333,1,0,-,False,False,OOWN,0.13333333333333333,1.7333333333333334,905,False
relict,2,2,homonyms_only_different_pos,2,0.5,1,0,conc,ooc,False,OOWN,0.5,1.0,883,True
Armenia,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0,OOV,True
willingness,0,0,oov,1,1.0,0,1,abs,False,False,1.0000000000000007,1.0,0.0,8166,True
loser,1,1,mon,3,0.6666666666666666,1,0,conc,False,False,OOV/OOW,0.6666666666666666,1.0,5876,True
hole up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
un - American,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
false bottom,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sky blue,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
twelvemonth,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
misdate,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
Andorra,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0,OOV,True
newmarket,1,1,mon,2,0.1,1,0,abs-conc,ooc,False,OOWN,0.1,1.8,6929,True
Beat Generation,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
becalmed,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,,265,False
bang up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
experiment,2,2,homonyms_only_different_pos,5,0.2857142857142857,2,4,abs,True,False,OOWN,0.3964285714285714,3.0178571428571432,41263,True
marksman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000022,1.0,0.0,1520,True
impalpable,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,,OOV,False
gaston,0,0,oov,0,None,0,0,-,False,False,OOWN,,,7185,False
mayhew,0,0,oov,0,None,0,0,-,False,False,OOWN,,,1491,False
damp course,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Polotsk,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
longish,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,203,False
summit,1,5,poly,4,0.14285714285714285,2,4,abs-conc,False,False,OOV/OOW,0.2014652014652015,3.194139194139194,59461,True
welcome,4,13,homonyms_only_different_pos,6,0.2,2,6,abs,True,False,OOWN,0.2484126984126984,4.5095238095238095,24840,True
knock - kneed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
teargas,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,,201,True
enliven,1,1,mon,2,0.2,1,0,-,ooc,False,0.1843797012408055,0.2,1.6,334,False
expense account,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bin,1,2,poly,4,0.11764705882352941,1,0,abs-conc,ooc,False,OOV/OOW,0.17572362278244627,3.297105508870215,32291,True
quadrant,1,2,poly,4,0.35294117647058826,2,0,conc,ooc,False,OOV/OOW,0.5281324068088774,1.8874703727644904,4942,True
batten,1,1,mon,4,0.5882352941176471,2,0,conc,ooc,False,OOV/OOW,0.6274509803921569,1.4901960784313726,2175,True
endocrine gland,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
preparatory to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
water jump,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dudgeon,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0,561,True
chortle,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW,,,166,True
molecular,1,1,mon,2,None,2,0,-,ooc,False,OOWN,,,37983,False
candle,1,5,poly,3,0.10526315789473684,2,0,abs-conc,False,False,0.20246526426795505,0.10526315789473684,2.6842105263157894,5981,True
Jackson,0,0,oov,11,0.23076923076923078,0,0,n,ooc,True,OOV/OOW,0.449295454458862,6.0577500009525185,OOV,True
remediable,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
teesside,0,0,oov,0,None,0,0,-,False,False,OOWN,,,1250,False
in - service,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
milking machine,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
jeweller,1,1,mon,2,0.5714285714285714,1,0,conc,ooc,False,OOV/OOW,0.5714285714285714,0.8571428571428572,1112,True
relic,1,2,poly,2,0.5454545454545454,1,0,conc,ooc,False,0.16606876804154896,0.5454545454545454,0.9090909090909092,5173,True
runaway,1,3,poly,3,0.15384615384615385,2,0,abs-conc,ooc,False,0.13770991844233357,0.15384615384615385,2.5384615384615383,7168,True
futureless,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
spendthrift,1,1,mon,2,None,0,0,conc,ooc,False,0.08728811202560516,,,448,True
percentile,1,1,mon,1,1.0,0,1,abs,ooc,False,1.0000000000000016,1.0,0.0,1568,True
DDT,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
bitten,0,0,oov,4,0.2,0,0,-,False,False,OOV/OOW,0.30277777777777776,2.7888888888888888,3416,False
kaput,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,117,False
Christmas box,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
odorous,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW,,,171,False
neon light,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
v .,1,0,oov,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mishap,1,2,poly,2,0.14285714285714285,1,0,abs-conc,ooc,False,0.22565616370794223,0.14285714285714285,1.7142857142857144,1557,True
papal,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000004,1.0,0.0,22451,False
problem,1,5,poly,3,0.2857142857142857,2,3,abs,False,False,OOWN,0.2857142857142857,2.142857142857143,137495,True
backhand,2,3,homonyms_only_different_pos,4,None,0,0,abs,ooc,False,OOV/OOW,,,967,True
drunkenness,0,0,oov,3,0.2,0,0,abs,False,False,OOV/OOW,0.322875816993464,2.0313725490196077,1940,True
debit,2,4,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW,,,2798,True
motorbike,1,2,poly,2,None,0,0,conc,ooc,False,OOV/OOW,,,1918,True
classical,1,6,poly,6,None,2,0,abs,False,False,OOV/OOW,,,116426,True
virtuous,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,,3131,False
faithfully,1,3,poly,1,1.0,0,0,-,ooc,False,0.5680480019908236,1.0,0.0,3031,False
cypher,1,1,mon,7,0.14285714285714285,1,0,abs-conc,ooc,False,0.101326657453197,0.27818494636676455,5.052705375432648,1410,True
boutique,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0,5553,True
wave band,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ingratiate,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0,340,False
reminiscent,1,2,poly,1,1.0,0,0,-,False,False,0.7188419481720377,1.0,0.0,15292,False
ordinal,2,2,homonyms_only_different_pos,3,None,2,0,abs,ooc,False,0.0021125929627699514,,,2687,True
industrial estate,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
lobster,1,2,poly,2,0.2,1,0,conc,ooc,False,OOWN,0.2,1.6,3817,True
divorc *31 e,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
principal boy,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pendulous,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,570,False
posture,2,5,homonyms_only_different_pos,6,0.25,3,0,abs,True,False,OOV/OOW,0.4258241758241758,3.445054945054945,5762,True
render up,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
turn off,1,4,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Moses,0,0,oov,2,0.5714285714285714,0,0,n,ooc,True,OOV/OOW,0.5714285714285714,0.8571428571428572,OOV,True
callus,1,1,mon,5,0.11764705882352941,1,0,abs-conc,ooc,False,OOWN,0.31576797385620914,3.4211601307189543,1032,True
bony,1,2,poly,3,None,1,0,-,ooc,False,0.26152081587006737,,,4283,False
emotive,1,1,mon,1,1.0,0,0,-,ooc,False,0.6447354240716858,1.0,0.0,1449,False
natural selection,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
government,1,3,poly,4,0.23529411764705882,2,8,abs,False,False,OOV/OOW,0.32000036856848,2.71999852572608,952256,True
exquisitely-sculpted,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
halfpence,1,3,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
ram-raiding,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
condition,2,12,homonyms_only_different_pos,13,0.125,5,10,abs,True,False,OOV/OOW,0.3364729159457854,8.625852092704791,97957,True
talent,1,4,poly,2,0.14285714285714285,1,3,abs-conc,False,False,OOV/OOW,0.14285714285714285,1.7142857142857144,61047,True
thanksgiving,1,1,mon,2,0.21052631578947367,1,0,abs,ooc,False,OOV/OOW,0.21052631578947367,1.5789473684210527,10026,True
cruet,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
pothunter,1,3,poly,3,0.5217391304347826,1,0,conc,ooc,False,OOWN,0.5643892339544513,1.306832298136646,OOV,True
Blessed Sacrament,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
cottager,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
mastectomy,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000002,1.0,0.0,730,True
bear,2,18,homonyms_only_different_pos,15,0.18181818181818182,8,17,conc,True,False,OOV/OOW,0.30375208171025425,10.443718774346186,69793,True
- ing,1,4,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sherry,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000002,1.0,0.0,3653,True
town,1,9,poly,4,0.125,2,4,abs-conc,False,False,0.38005987940322705,0.3184990662931839,2.7260037348272643,863938,True
sick,1,14,poly,9,None,2,0,abs,True,False,0.15928012570098354,,,26219,True
bravura,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,504,True
requirement,1,3,poly,3,0.16666666666666666,2,4,abs-conc,False,False,OOWN,0.40740740740740744,1.7777777777777777,33470,True
puritanical,1,1,mon,3,None,1,0,-,ooc,False,0.30157862128481566,,,500,False
enhance,1,1,mon,2,0.2,1,1,-,False,False,OOWN,0.2,1.6,22027,False
half - wit,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
masking tape,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
q . v .,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mock - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
underdeveloped country,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
trading stamp,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
jalopy,1,1,mon,1,0.9230769230769231,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0,110,True
maggot,1,1,mon,1,1.0,0,0,conc,True,False,1.000000000000002,1.0,0.0,690,True
obfuscate,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,175,False
addict,2,2,homonyms_only_different_pos,3,0.6,1,0,conc,False,False,OOWN,0.6,1.2000000000000002,3254,True
propelling pencil,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ruine,0,0,oov,0,None,0,0,-,True,False,OOWN,,,122,False
65min,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
full moon,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
confront,1,1,mon,4,0.2222222222222222,1,4,-,True,False,OOV/OOW,0.29616402116402113,2.8153439153439157,11508,False
kazoo,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,375,True
shanks's pony,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
caviar,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,1032,True
outdoor relief,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
kentish,0,0,oov,2,0.8181818181818182,0,0,abs,False,False,OOV/OOW,0.8181818181818182,0.36363636363636354,1962,True
long for,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
hopa,0,0,oov,0,None,0,0,-,False,False,OOWN,,,183,False
convection,1,1,mon,2,0.7272727272727273,1,0,conc,ooc,False,OOWN,0.7272727272727273,0.5454545454545454,7735,True
falcon,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,,15928,True
byrness,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
zipper,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,,1479,True
loudly,0,0,oov,3,None,0,0,-,False,False,OOV/OOW,,,2894,False
manqu *31,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
lee tide,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
votary,1,2,poly,3,0.5714285714285714,1,0,conc,ooc,False,OOWN,0.5809523809523809,1.2571428571428573,OOV,True
walkout,1,2,poly,2,0.7619047619047619,1,0,abs,ooc,False,OOWN,0.7619047619047619,0.4761904761904763,723,True
fait accompli,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
islander,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000024,1.0,0.0,21212,True
waistband,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6621831303915985,1.0,0.0,354,True
renascent,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
inexorable,1,1,mon,2,None,1,0,-,ooc,False,0.10076671753969436,,,396,False
lead astray,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
kilogram,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6384611499264875,1.0,0.0,2499,True
em -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
angie,0,0,oov,0,None,0,0,-,False,False,OOWN,,,4544,False
overstep,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False,OOWN,0.2857142857142857,1.4285714285714286,132,False
bless with,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
filing,0,0,oov,9,0.11764705882352941,1,5,abs-conc,False,False,OOWN,0.24178178847296497,6.823963903743316,10932,True
peasantry,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0,1.0,0.0,2671,True
radio,2,6,homonyms_only_different_pos,5,0.5714285714285714,2,0,conc,False,False,0.2837010837479733,0.6010025062656642,1.9949874686716789,461738,True
bite back,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
duckling,1,2,poly,2,0.16,1,0,conc,ooc,False,OOWN,0.16,1.68,722,True
spindle-leg,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
mood,2,4,homonyms_also_same_pos,3,0.3333333333333333,2,0,abs,True,False,OOWN,0.4444444444444444,1.6666666666666667,17919,True
